0.46493,0.50771,0.50764,0.50773,0.54567,0.50768,0.50771,0.50770,0.50766,0.50085,0.50767,0.50040,0.48450,0.50771,0.50765,0.50694,0.50767,0.50765,0.50765,0.48186,0.50121,0.50769,0.46411,0.49644,0.53191,0.57538,0.62758,0.82396,1.10393,1.50410,2.05343,3.18387,4.43865,6.33999,7.98327,10.86010,13.69013,17.05441,20.40114,23.81079,28.19928,31.89912,34.77214,38.00781,40.99958,43.26388,45.19743,47.18446,48.84403,49.91051,50.81863,51.22303,51.65595,52.18467,52.36494,52.49191,52.96702,52.83317,52.57270,53.03599,53.12808,52.86512,52.79846,52.89517,52.64850,52.71917,53.15222,53.32734,53.25547,52.95906,52.83100,52.70149,52.52733,52.58097,52.34726,52.31196,51.75085,51.27344,50.80049,49.83684,48.63598,46.96872,45.10104,42.94194,40.44451,37.56269,34.38715,31.39750,27.90844,24.25921,21.06404,17.39304,14.64970,11.78442,8.52702,6.71913,4.66509,3.50396,2.21557,1.61192,1.15545,0.84330,0.69562,0.58270,0.60312,0.50908,0.50874,0.53346,0.51188,0.53087,0.50806,0.50771,0.50769,0.50767,0.50770,0.50771,0.50765,0.50766,0.50774,0.50767,0.50773,0.50773,0.50765,0.50771,0.51149,0.50773,0.48356,0.50765
0.86877,0.96381,0.96380,0.96375,1.04219,0.96375,0.96373,0.96376,0.96374,0.94180,0.96374,0.93838,0.90481,0.96380,0.96378,0.95964,0.96377,0.96375,0.96346,0.92546,0.94250,0.96375,0.87517,0.97593,1.06440,1.26867,1.49739,1.98978,2.73597,3.91658,5.35711,7.72388,10.41916,14.86050,18.61362,24.11715,29.40047,36.12745,42.88983,49.27969,56.93596,63.45886,68.61753,74.63025,79.98962,83.87745,87.01233,90.23539,93.01961,94.89181,96.55764,97.20371,97.98217,98.86820,99.00233,99.16545,100.15953,99.71469,98.99347,100.02047,100.13584,99.46564,99.41131,99.47833,98.89391,98.99138,100.03286,100.53459,100.31128,99.74808,99.47174,99.31627,99.11544,99.24192,98.92810,99.00639,98.12783,97.34028,96.63104,95.03836,93.03178,90.20861,87.13357,83.27857,78.90765,73.71718,68.01851,62.63564,56.43405,49.89759,43.70395,36.47376,31.15596,25.71992,19.59161,15.53662,10.90465,8.42825,5.78978,4.15192,2.82531,2.06718,1.61702,1.23524,1.19188,1.00346,0.98029,1.00269,0.97208,1.02272,0.96488,0.96375,0.96409,0.96412,0.96376,0.96380,0.96376,0.96378,0.96379,0.96371,0.96372,0.96381,0.96377,0.96373,0.97097,0.96371,0.92743,0.96373
1.23897,1.34323,1.34324,1.34319,1.42014,1.34320,1.34323,1.34321,1.34322,1.30864,1.34319,1.30551,1.27042,1.34322,1.34324,1.33597,1.34320,1.34328,1.34251,1.28984,1.31686,1.36712,1.29675,1.47399,1.80681,2.30045,2.84017,4.18528,5.86357,8.05407,10.70609,15.43142,20.21506,26.90046,32.46558,41.16379,49.38850,58.45139,67.16090,75.63190,86.23355,94.95169,101.42360,108.38974,114.65372,119.05215,122.75274,126.64788,129.87548,131.70874,133.28962,133.76434,134.43496,135.37991,135.47324,135.63856,137.47018,136.94052,135.66045,137.46226,137.74267,136.24531,136.49345,136.42804,135.11833,135.29773,137.15088,137.89411,137.37202,136.40359,135.83446,135.55006,135.34861,135.74622,135.60335,135.91425,135.07012,134.39078,133.76357,132.12615,129.96752,126.81260,123.33489,118.88997,113.78186,107.63063,100.58428,93.72408,85.68798,77.06278,68.97308,59.48502,51.93329,43.69382,34.17313,28.10237,21.16185,16.54575,11.44566,8.55210,6.01288,4.21648,3.07747,2.21920,1.96597,1.49406,1.41984,1.41554,1.37036,1.41605,1.34846,1.34326,1.34398,1.34404,1.34319,1.34319,1.34325,1.34326,1.34322,1.34325,1.34321,1.34327,1.34320,1.34326,1.36475,1.34321,1.29367,1.34325
1.47776,1.61588,1.61591,1.61590,1.70362,1.61588,1.61586,1.61585,1.61592,1.54550,1.61588,1.53118,1.49896,1.61588,1.61586,1.59393,1.61590,1.61586,1.61171,1.58536,1.59390,1.71716,1.74050,2.21946,2.91974,4.23651,5.63799,8.11479,11.19857,15.43633,20.12876,27.01089,33.92209,44.10291,52.26925,62.92521,72.62309,83.74996,94.42023,103.77927,114.65777,123.66963,130.27258,137.49616,143.58692,147.33930,150.12553,153.24838,155.95839,157.45061,158.86786,158.98426,159.53525,160.29007,159.94463,159.99540,162.79335,161.95816,159.70863,162.54581,162.78831,160.30169,160.94011,160.25009,158.10390,158.27329,161.39609,162.74921,161.71720,160.30516,159.38031,159.18509,159.24736,159.87885,160.10220,160.84746,160.41098,160.05407,159.86802,158.73536,157.09481,154.45485,151.76854,147.49455,142.79827,136.70280,129.59494,122.48693,114.21224,105.20739,95.87653,84.63156,75.57473,65.66870,54.22964,45.51477,35.38729,28.65905,21.40223,16.21332,11.38821,8.23021,5.92982,3.90555,3.13208,2.27412,1.94169,1.75329,1.68549,1.73349,1.62838,1.61617,1.62033,1.62034,1.61585,1.61591,1.61587,1.61583,1.61587,1.61590,1.61619,1.61590,1.61588,1.61585,1.64634,1.61583,1.57829,1.61583
1.69221,1.80293,1.80259,1.80288,1.84731,1.80297,1.80289,1.80293,1.80295,1.70813,1.80296,1.69929,1.68721,1.80288,1.80297,1.77172,1.80295,1.80260,1.81402,1.82673,1.90490,2.27048,2.61622,3.61360,5.39697,7.87190,10.41602,15.21118,20.52070,26.78548,33.55745,44.00271,53.57471,65.64697,75.09715,87.94998,99.32052,110.41072,120.50985,129.48684,140.56876,149.50493,155.06132,160.36362,164.91809,167.06940,168.55204,170.74225,172.54943,172.94866,173.36737,172.78424,172.76669,173.10343,172.52789,172.48601,176.58592,176.15349,173.01998,177.00428,177.38280,173.55249,174.84373,173.24027,169.83426,170.07058,174.81927,176.47756,174.65626,172.63925,171.21302,170.92804,171.21436,172.24865,173.02975,174.25345,174.43581,174.70505,175.15455,174.85588,174.13247,172.63194,171.36993,168.44125,165.19965,160.28437,154.20028,147.88922,140.41410,132.01623,123.07314,112.12995,102.57557,91.30627,77.81927,67.56130,55.63124,46.09521,35.41930,28.03469,20.81005,15.15399,10.87791,7.34542,5.47437,3.56833,2.80930,2.24872,2.01662,1.95417,1.84515,1.80432,1.81127,1.81125,1.80289,1.80297,1.80289,1.80296,1.80292,1.80296,1.80372,1.80292,1.80296,1.80297,1.86600,1.80296,1.77749,1.80291
1.79070,1.90689,1.90611,1.90687,1.93541,1.90692,1.90687,1.90655,1.90690,1.75989,1.90692,1.72721,1.75732,1.90687,1.90688,1.83965,1.90692,1.92822,1.96842,2.17618,2.46222,3.24252,4.31653,6.52819,9.65697,14.39790,19.20707,26.35486,34.07315,43.45046,52.94917,65.37326,76.56084,91.32418,102.25792,114.80569,125.30633,135.83673,145.39740,152.68211,161.34540,168.79864,172.68577,176.14035,178.86105,179.08940,178.08932,178.41205,178.82469,178.35931,178.17468,177.03740,176.76091,176.68165,175.68626,175.58904,181.00056,181.05500,176.88259,182.11776,182.26532,177.52597,179.24275,175.85989,171.40381,171.65171,178.48263,180.86362,178.08962,175.23407,173.24438,173.07006,173.71122,174.98559,176.22295,177.86466,178.71322,179.53258,180.64598,181.35193,181.79788,181.64628,182.33797,180.85956,179.64895,176.31840,172.02124,167.25860,161.50315,155.06161,147.34383,137.47105,128.59673,117.77379,104.71417,93.11709,79.22797,67.94365,55.42593,45.08358,34.46587,26.35215,19.67613,13.27734,9.85191,6.59491,4.64180,3.15873,2.56252,2.20169,2.02967,1.92958,1.93401,1.93373,1.90718,1.90689,1.90685,1.90688,1.90724,1.90685,1.91109,1.90687,1.90685,1.90690,1.98009,1.90693,1.90692,1.90684
1.89133,1.96454,1.95998,1.96454,1.93111,1.96448,1.96445,1.96373,1.96449,1.78990,1.96446,1.77944,1.83144,1.96451,1.96447,1.88577,1.99205,2.05553,2.31493,2.88080,3.70240,5.61402,7.99864,11.93587,17.85183,25.05725,32.05410,42.74402,53.38774,64.69379,75.75623,90.87186,103.52361,117.77948,127.87178,139.97478,149.58917,157.27577,163.90192,168.87974,175.97749,182.70074,184.33470,184.53279,185.28652,183.60716,180.29356,179.33083,178.69165,177.16776,176.02837,174.27144,173.49525,173.01407,171.94885,171.81671,178.37339,179.95169,175.33524,181.20606,181.23517,175.84888,177.83270,172.46574,166.92000,167.26334,176.41545,178.84903,174.94309,171.37024,168.83698,168.63450,169.53265,171.07783,172.79721,174.79407,176.20188,177.52932,179.23983,180.65113,182.00857,183.15747,185.77441,186.40791,187.39650,185.35653,182.82965,180.00006,176.44454,172.34672,166.90006,159.68685,152.68417,143.11324,130.82833,119.67421,106.34344,93.65349,78.90751,66.78675,53.86915,42.40183,32.61004,23.56100,17.53793,11.69464,8.22526,5.27038,3.68657,2.73834,2.34462,2.06251,2.02931,2.00780,1.96555,1.96445,1.96452,1.96481,1.96521,1.96446,1.97172,1.96448,1.96450,1.96451,2.08099,1.96447,1.99025,1.96453
1.92421,1.98731,1.97935,1.98730,1.93531,1.98737,1.98739,1.98316,1.98735,1.77182,1.98733,1.72776,1.84043,1.98735,1.99349,1.88332,2.09796,2.41917,3.05175,4.53337,6.55544,9.93102,14.47763,21.30413,29.86896,40.60572,50.93422,64.02132,76.49622,90.00592,102.52749,117.18904,129.25091,143.46276,152.49519,161.57337,167.95962,172.81554,177.09690,179.26465,183.31633,189.07415,188.98978,186.72500,186.01946,183.40061,177.05946,174.51646,172.77670,170.72390,169.22859,167.18412,166.31637,165.58166,164.43861,164.39251,171.71231,174.81298,170.11073,176.27963,175.67777,170.83001,172.52766,164.48346,158.47006,158.91933,170.34238,173.26393,168.38004,163.82009,160.76525,160.67540,161.81594,163.47891,165.36560,167.47709,169.26033,170.87562,172.96488,174.98151,177.15531,179.20384,183.43787,185.57824,188.60474,187.71436,186.94784,185.82796,183.98211,182.35633,179.54867,175.42042,170.94611,163.83624,154.48349,144.57196,132.21973,120.05519,105.86390,92.36877,77.13331,63.59381,51.27083,38.27522,29.74372,21.27911,14.86351,9.35608,6.26036,3.89046,3.06803,2.39971,2.18596,2.11148,1.99298,1.98765,1.98766,1.98843,1.99180,1.98769,2.00924,1.98735,1.98771,1.98768,2.09884,1.98738,2.02566,1.98736
1.96673,1.99684,1.97147,1.99719,1.88786,1.99715,1.99679,1.98987,1.99721,1.76916,1.99722,1.77001,1.86083,1.99755,2.03734,1.99071,2.50870,3.23548,5.01359,7.95578,11.78245,18.13811,25.61607,35.44623,48.14473,61.57997,73.79404,89.38744,103.30982,116.47503,128.05071,142.43699,153.75129,164.51517,170.35876,176.89629,180.82102,181.63297,182.26565,182.09576,184.72322,190.95409,189.30126,183.89468,182.41933,179.31190,170.31588,166.94717,164.71847,162.17419,160.23941,157.91403,156.79833,155.92281,154.92294,154.86110,162.22073,167.50535,163.62727,168.69731,167.67898,163.99254,164.89296,154.69560,148.55399,149.18793,162.63375,165.10557,159.46068,154.53482,151.12019,151.12746,152.41915,154.15521,156.21794,158.41733,160.39927,162.15202,164.53450,166.64527,169.15728,171.84499,177.38100,181.51317,186.06240,184.92299,185.08775,185.46092,185.37440,185.88913,185.61580,184.88258,183.30335,179.10951,172.56162,164.94264,155.76597,145.13907,131.78565,118.95709,103.86100,88.52583,73.86197,58.73961,46.90059,34.72173,25.50962,16.87461,10.98568,6.79776,4.70009,3.20636,2.58608,2.25762,2.04721,2.00744,1.99829,2.00245,2.00516,1.99830,2.02833,1.99720,1.99794,1.99756,2.13945,1.99716,2.05063,1.99713
1.97779,1.99822,1.96173,1.99899,1.89198,1.99933,1.99861,1.97746,1.99936,1.77136,1.99936,1.73331,1.87431,2.03250,2.18573,2.37566,3.41731,5.42071,8.78686,14.28218,21.22396,30.49117,41.44570,55.15392,70.35319,86.40082,100.85319,116.46258,129.37603,141.83215,152.17396,163.09617,172.00980,180.53209,183.42732,186.15621,186.67070,184.41139,182.40434,180.22447,180.79782,187.53877,185.64803,177.98758,176.10504,173.97646,161.99907,157.68633,154.92094,152.25151,150.26312,147.89145,146.75212,145.78420,144.92503,144.93338,151.78144,158.51054,155.88453,159.65404,157.76720,156.26366,156.10864,143.86486,138.23900,139.03970,153.63177,156.24881,150.27285,144.88552,141.27792,141.44471,142.83385,144.61215,146.56923,148.67724,150.72945,152.52520,155.01170,157.22186,160.01504,162.90467,169.14410,174.47950,180.02465,178.90384,179.89067,181.05737,181.49305,183.44537,185.53992,188.12005,188.92019,187.29336,184.29991,179.21921,173.07490,165.37008,155.35147,144.34121,130.06485,115.29845,100.32399,82.79939,69.19469,54.54457,41.29430,28.60387,19.60881,11.90242,8.19222,5.23464,3.56881,2.77871,2.17583,2.05709,2.00663,2.01190,2.02509,2.00463,2.06668,1.99942,2.00354,2.00279,2.11083,1.99941,2.04218,1.99938
